啊哈	a'ha
货物	huo'wu
货物运输保险	huo'wu'yun'shu'bao'xian
货箱	huo'xiang
货源	huo'yuan
货运	huo'yun
货栈	huo'zhan
货真价实	huo'zhen'jia'shi
货主	huo'zhu
祸端	huo'duan
祸根	huo'gen
祸国殃民	huo'guo'yang'min
祸害	huo'hai
祸患	huo'huan
祸乱	huo'luan
祸首	huo'shou
祸水	huo'shui
祸祟	huo'sui
祸胎	huo'tai
祸心	huo'xin
祸殃	huo'yang
击败	ji'bai
击毙	ji'bi
击沉	ji'chen
击穿	ji'chuan
击打	ji'da
击毁	ji'hui
击键	ji'jian
击剑	ji'jian
击节	ji'jie
击节赞赏	ji'jie'zan'shang
击溃	ji'kui
击落	ji'luo
击破	ji'po
击球	ji'qiu
击伤	ji'shang
击赏	ji'shang
击水	ji'shui
击退	ji'tui
击中	ji'zhong
基本	ji'ben
基本词汇	ji'ben'ci'hui
基本电荷	ji'ben'dian'he
基本功	ji'ben'gong
基本核算单位	ji'ben'he'suan'dan'wei
基本建设	ji'ben'jian'she
基本建设投资	ji'ben'jian'she'tou'zi
基本建设项目	ji'ben'jian'she'xiang'mu
基本经济规律	ji'ben'jing'ji'gui'lv
基本粒子	ji'ben'li'zi
基本路线	ji'ben'lu'xian
基本矛盾	ji'ben'mao'dun
基本苗	ji'ben'miao
基本上	ji'ben'shang
基本生产	ji'ben'sheng'chan
基本原则	ji'ben'yuan'ze
基层	ji'ceng
基层人民法院	ji'ceng'ren'min'fa'yuan
基础	ji'chu
基础代谢	ji'chu'dai'xie
基础建设	ji'chu'jian'she
基础教育	ji'chu'jiao'yu
基础科学	ji'chu'ke'xue
基础课	ji'chu'ke
基础理论	ji'chu'li'lun
基底	ji'di
基地	ji'di
基点	ji'dian
基调	ji'diao
基督	ji'du
基督教	ji'du'jiao
基尔	ji'er
基尔霍夫	ji'er'huo'fu
基尔特	ji'er'te
基肥	ji'fei
基辅	ji'fu
基干	ji'gan
基干民兵	ji'gan'min'bing
基极	ji'ji
基架	ji'jia
基建	ji'jian
基金	ji'jin
基金会	ji'jin'hui
基坑	ji'keng
基洛夫	ji'luo'fu
基诺族	ji'nuo'zu
基色	ji'se
基石	ji'shi
基数	ji'shu
基态	ji'tai
基团	ji'tuan
基线	ji'xian
基辛格	ji'xin'ge
基岩	ji'yan
基业	ji'ye
基因	ji'yin
基因型	ji'yin'xing
基音	ji'yin
基于	ji'yu
基质	ji'zhi
基准	ji'zhun
基准面	ji'zhun'mian
机舱	ji'cang
机场	ji'chang
机车	ji'che
机床	ji'chuang
机电	ji'dian
机动	ji'dong
机动性	ji'dong'xing
机房	ji'fang
机耕	ji'geng
机工	ji'gong
机构	ji'gou
机构改革	ji'gou'gai'ge
机关	ji'guan
机关报	ji'guan'bao
机关刊物	ji'guan'kan'wu
机关枪	ji'guan'qiang
机会	ji'hui
机会主义	ji'hui'zhu'yi
机会主义者	ji'hui'zhu'yi'zhe
机件	ji'jian
机井	ji'jing
机警	ji'jing
机具	ji'ju
机伶	ji'ling
机灵	ji'ling
机密	ji'mi
机敏	ji'min
机能	ji'neng
机器	ji'qi
机器人	ji'qi'ren
机枪	ji'qiang
机身	ji'shen
机体	ji'ti
机务段	ji'wu'duan
机械	ji'xie
机械工程	ji'xie'gong'cheng
机械化	ji'xie'hua
机械论	ji'xie'lun
机械能	ji'xie'neng
机械唯物主义	ji'xie'wei'wu'zhu'yi
机械性能	ji'xie'xing'neng
机械油	ji'xie'you
机械运动	ji'xie'yun'dong
机型	ji'xing
机修厂	ji'xiu'chang
机绣	ji'xiu
机要	ji'yao
机翼	ji'yi
机油	ji'you
机制	ji'zhi
机智	ji'zhi
机子	ji'zi
机组	ji'zu
机座	ji'zuo
畸变	ji'bian
畸零	ji'ling
畸零人	ji'ling'ren
畸零无侣	ji'ling'wu'lv
畸轻畸重	ji'qing'ji'zhong
畸形	ji'xing
稽查	ji'cha
稽查队	ji'cha'dui
稽核	ji'he
稽考	ji'kao
稽留	ji'liu
稽留热	ji'liu're
稽延	ji'yan
稽延时日	ji'yan'shi'ri
积案	ji'an
积弊	ji'bi
积冰	ji'bing
积不相能	ji'bu'xiang'neng
积储	ji'chu
积存	ji'cun
积德	ji'de
积发	ji'fa
积肥	ji'fei
积分	ji'fen
积分电路	ji'fen'dian'lu
积分学	ji'fen'xue
积极	ji'ji
积极分子	ji'ji'fen'zi
积极性	ji'ji'xing
积极因素	ji'ji'yin'su
积极作用	ji'ji'zuo'yong
积久	ji'jiu
积聚	ji'ju
积劳	ji'lao
积劳成疾	ji'lao'cheng'ji
积累	ji'lei
积累基金	ji'lei'ji'jin
积累经验	ji'lei'jing'yan
积木	ji'mu
积年	ji'nian
积年旧案	ji'nian'jiu'an
积欠	ji'qian
积善	ji'shan
积少成多	ji'shao'cheng'duo
积水	ji'shui
积土成山	ji'tu'cheng'shan
积温	ji'wen
积习	ji'xi
积习难忘	ji'xi'nan'wang
积习甚深	ji'ji'shen'shen
积蓄	ji'xu
积蓄力量	ji'xu'li'liang
积雪	ji'xue
积压	ji'ya
积压物资	ji'ya'wu'zi
积雨云	ji'yu'yun
积云	ji'yun
积攒	ji'zan
积攒肥料	ji'zan'fei'liao
积重难返	ji'zhong'nan'fan
积铢累寸	ji'zhu'lei'cun
箕斗	ji'dou
箕踞	ji'ju
肌肉	ji'rou
肌体	ji'ti
饥不择食	ji'bu'ze'shi
饥饿	ji'e
饥寒	ji'han
饥寒交迫	ji'han'jiao'po
饥荒	ji'huang
饥民	ji'min
迹地	ji'di
迹近	ji'jin
迹象	ji'xiang
激昂	ji'ang
激昂慷慨	ji'ang'kang'kai
激变	ji'bian
激波	ji'bo
激磁	ji'ci
激磁电流	ji'ci'dian'liu
激磁线圈	ji'ci'xian'quan
激荡	ji'dang
激动	ji'dong
激动人心	ji'dong'ren'xin
激发	ji'fa
激发态	ji'fa'tai
激愤	ji'fen
激光	ji'guang
激光器	ji'guang'qi
激化	ji'hua
激活	ji'huo
激将	ji'jiang
激将法	ji'jiang'fa
激进	ji'jin
激进派	ji'jin'pai
激励	ji'li
激烈	ji'lie
激灵	ji'ling
激流	ji'liu
激酶	ji'mei
激怒	ji'nu
激起	ji'qi
激切	ji'qie
激情	ji'qing
激赏	ji'shang
激素	ji'su
激扬	ji'yang
激扬文字	ji'yang'wen'zi
激越	ji'yue
激增	ji'zeng
激战	ji'zhan
激浊扬清	ji'zhuo'yang'qing
讥嘲	ji'chao
讥刺	ji'ci
讥讽	ji'feng
讥笑	ji'xiao
讥诮	ji'qiao
鸡蛋	ji'dan
鸡笼	ji'long
鸡毛	ji'mao
鸡鸣狗叫	ji'ming'gou'jiao
鸡皮	ji'pi
鸡肉	ji'rou
鸡舍	ji'she
鸡西	ji'xi
鸡子	ji'zi
缉捕	ji'bu
缉拿	ji'na
吉安	ji'an
吉布提	ji'bu'ti
吉尔	ji'er
吉利	ji'li
吉林	ji'lin
吉林省	ji'lin'sheng
吉隆坡	ji'long'po
吉普	ji'pu
吉普车	ji'pu'che
吉庆	ji'qing
吉他	ji'ta
吉祥	ji'xiang
极板	ji'ban
极大	ji'da
极地	ji'di
极点	ji'dian
极度	ji'du
极端	ji'duan
极光	ji'guang
极化	ji'hua
极间电容	ji'jian'dian'rong
极口	ji'kou
极口揄扬	ji'kou'yu'yang
极乐	ji'le
极乐鸟	ji'le'niao
极力	ji'li
极量	ji'liang
极了	ji'le
极目	ji'mu
极品	ji'pin
极其	ji'qi
极强	ji'qiang
极圈	ji'quan
极少	ji'shao
极盛	ji'sheng
极为	ji'wei
极限	ji'xian
极小	ji'xiao
极刑	ji'xing
极性	ji'xing
极性键	ji'xing'jian
极移	ji'yi
极右	ji'you
极值	ji'zhi
极洲	ji'zhou
极左	ji'zuo
棘轮	ji'lun
棘皮	ji'pi
棘皮动物	ji'pi'dong'wu
棘手	ji'shou
棘爪	ji'zhua
辑录	ji'lu
籍贯	ji'guan
集材	ji'cai
集尘	ji'chen
集成	ji'cheng
集成电路	ji'cheng'dian'lu
集大成	ji'da'cheng
集电极	ji'dian'ji
集合	ji'he
集会	ji'hui
集结	ji'jie
集聚	ji'ju
集刊	ji'kan
集流环	ji'liu'huan
集录	ji'lu
集权	ji'quan
集群	ji'qun
集日	ji'ri
集散地	ji'san'di
集市	ji'shi
集市贸易	ji'shi'mao'yi
集水	ji'shui
集思广益	ji'si'guang'yi
集体	ji'ti
集体福利	ji'ti'fu'li
集体化	ji'ti'hua
集体经济	ji'ti'jing'ji
集体利益	ji'ti'li'yi
集体领导	ji'ti'ling'dao
集体农庄	ji'ti'nong'zhuang
集体所有制	ji'ti'suo'you'zhi
集体主义	ji'ti'zhu'yi
集团	ji'tuan
集团军	ji'tuan'jun
集贤	ji'xian
集训	ji'xun
集腋成裘	ji'ye'cheng'qiu
集邮	ji'you
集邮爱好者	ji'you'ai'hao'zhe
集约	ji'yue
集运	ji'yun
集镇	ji'zhen
集中	ji'zhong
集中反映	ji'zhong'fan'ying
集中营	ji'zhong'ying
集注	ji'zhu
集装	ji'zhuang
集装箱	ji'zhuang'xiang
集资	ji'zi
集子	ji'zi
及第	ji'di
及格	ji'ge
及龄	ji'ling
及门	ji'men
及其	ji'qi
及时	ji'shi
及早	ji'zao
及至	ji'zhi
急变	ji'bian
急促	ji'cu
急的	ji'de
急电	ji'dian
急件	ji'jian
急进	ji'jin
急救	ji'jiu
急剧	ji'ju
急流	ji'liu
急忙	ji'mang
急迫	ji'po
急起直追	ji'qi'zhi'zhui
急切	ji'qie
急事	ji'shi
急速	ji'su
急湍	ji'tuan
急先锋	ji'xian'feng
急行军	ji'xing'jun
急性	ji'xing
急性子	ji'xing'zi
急需	ji'xu
急用	ji'yong
急于	ji'yu
急躁	ji'zao
急诊	ji'zhen
急诊室	ji'zhen'shi
急遽	ji'ju
疾病	ji'bing
疾驰	ji'chi
疾风	ji'feng
疾呼	ji'hu
疾苦	ji'ku
汲取	ji'qu
即便	ji'bian
即或	ji'huo
即将	ji'jiang
即景	ji'jing
即可	ji'ke
即刻	ji'ke
即令	ji'ling
即日	ji'ri
即时	ji'shi
即使	ji'shi
即是	ji'shi
即位	ji'wei
即席	ji'xi
即兴	ji'xing
嫉妒	ji'du
级别	ji'bie
级差	ji'cha
级差地租	ji'cha'di'zu
级进杂交	ji'jin'za'jiao
级任	ji'ren
级数	ji'shu
挤兑	ji'dui
挤满	ji'man
挤奶	ji'nai
挤压	ji'ya
几百	ji'bai
几百年	ji'bai'nian
几倍	ji'bei
几次	ji'ci
几代	ji'dai
几点	ji'dian
几度	ji'du
几分	ji'fen
几个	ji'ge
几个月	ji'ge'yue
几何	ji'he
几何体	ji'he'ti
几何图形	ji'he'tu'xing
几何学	ji'he'xue
几乎	ji'hu
几内亚	ji'nei'ya
几内亚比绍	ji'nei'ya'bi'shao
几年	ji'nian
几篇	ji'pian
几千	ji'qian
几千年	ji'qian'nian
几十	ji'shi
几十年	ji'shi'nian
几时	ji'shi
几所	ji'suo
几天	ji'tian
几条	ji'tiao
几万	ji'wan
几微	ji'wei
几项	ji'xiang
几许	ji'xu
几种	ji'zhong
脊背	ji'bei
脊梁	ji'liang
脊髓	ji'sui
脊索	ji'suo
脊柱	ji'zhu
脊椎	ji'zhui
脊椎动物	ji'zhui'dong'wu
己二酸	ji'er'suan
己任	ji'ren
技法	ji'fa
技工	ji'gong
技击	ji'ji
技能	ji'neng
技巧	ji'qiao
技巧运动	ji'qiao'yun'dong
技师	ji'shi
技术	ji'shu
技术革命	ji'shu'ge'ming
技术革新	ji'shu'ge'xin
技术水平	ji'shu'shui'ping
技术水准	ji'shu'shui'zhun
技术性	ji'shu'xing
技术员	ji'shu'yuan
技术指导	ji'shu'zhi'dao
技术装备	ji'shu'zhuang'bei
技术娴熟	ji'shu'xian'shu
技艺	ji'yi
季度	ji'du
季风	ji'feng
季节	ji'jie
季节性	ji'jie'xing
季刊	ji'kan
季羡林	ji'xian'lin
伎俩	ji'liang
祭奠	ji'dian
祭酒	ji'jiu
祭天	ji'tian
祭祀	ji'si
剂量	ji'liang
济南	ji'nan
济南市	ji'nan'shi
济宁	ji'ning
济贫	ji'pin
寄存	ji'cun
寄存器	ji'cun'qi
寄回	ji'hui
寄生	ji'sheng
寄生虫	ji'sheng'chong
寄生物	ji'sheng'wu
寄托	ji'tuo
寄信	ji'xin
寄予	ji'yu
寄寓	ji'yu
寄主	ji'zhu
寂静	ji'jing
寂寞	ji'mo
计策	ji'ce
计程车	ji'cheng'che
计酬	ji'chou
计费	ji'fei
计分	ji'fen
计划	ji'hua
计划经济	ji'hua'jing'ji
计划生育	ji'hua'sheng'yu
计划性	ji'hua'xing
计件	ji'jian
计件工资	ji'jian'gong'zi
计较	ji'jiao
计量	ji'liang
计谋	ji'mou
计时	ji'shi
计时工资	ji'shi'gong'zi
计数	ji'shu
计数器	ji'shu'qi
计算	ji'suan
计算尺	ji'suan'chi
计算机	ji'suan'ji
计算所	ji'suan'suo
计算中心	ji'suan'zhong'xin
计议	ji'yi
计有	ji'you
记笔记	ji'bi'ji
记得	ji'de
记分	ji'fen
记工	ji'gong
记号	ji'hao
记录	ji'lu
记名	ji'ming
记念	ji'nian
记谱	ji'pu
记取	ji'qu
记日记	ji'ri'ji
记时	ji'shi
记事	ji'shi
记述	ji'shu
记性	ji'xing
记忆	ji'yi
记忆力	ji'yi'li
记载	ji'zai
记帐	ji'zhang
记者	ji'zhe
记住	ji'zhu
既不	ji'bu
既成事实	ji'cheng'shi'shi
既得利益	ji'de'li'yi
既定	ji'ding
既而	ji'er
既可	ji'ke
既能	ji'neng
既然	ji'ran
既然如此	ji'ran'ru'ci
既使	ji'shi
既是	ji'shi
忌讳	ji'hui
妓女	ji'nv
妓院	ji'yuan
继承	ji'cheng
继承权	ji'cheng'quan
继承人	ji'cheng'ren
继电器	ji'dian'qi
继而	ji'er
继父	ji'fu
继母	ji'mu
继任	ji'ren
继往开来	ji'wang'kai'lai
继续	ji'xu
继续革命	ji'xu'ge'ming
纪录	ji'lu
纪律	ji'lv
纪律处分	ji'lv'chu'fen
纪律性	ji'lv'xing
纪年	ji'nian
纪念	ji'nian
纪念碑	ji'nian'bei
纪念馆	ji'nian'guan
纪念品	ji'nian'pin
纪念日	ji'nian'ri
纪念堂	ji'nian'tang
纪念章	ji'nian'zhang
纪实	ji'shi
纪委	ji'wei
纪要	ji'yao
纪元	ji'yuan
嘉宾	jia'bin
嘉定	jia'ding
嘉禾	jia'he
嘉奖	jia'jiang
嘉靖	jia'jing
嘉庆	jia'qing
嘉兴	jia'xing
枷锁	jia'suo
夹板	jia'ban
夹层	jia'ceng
夹带	jia'dai
夹道	jia'dao
夹缝	jia'feng
夹攻	jia'gong
夹击	jia'ji
夹角	jia'jiao
夹具	jia'ju
夹生	jia'sheng
夹心	jia'xin
夹杂	jia'za
夹肢窝	ga'zhi'wo
夹子	jia'zi
佳话	jia'hua
佳节	jia'jie
佳丽	jia'li
佳木斯	jia'mu'si
佳人	jia'ren
佳音	jia'yin
佳作	jia'zuo
家财	jia'cai
家蚕	jia'can
家产	jia'chan
家常	jia'chang
家长	jia'chang
家长	jia'zhang
家长制	jia'chang'zhi
家当	jia'dang
家底	jia'di
家法	jia'fa
家父	jia'fu
家鸽	jia'ge
家伙	jia'huo
家家	jia'jia
家家户户	jia'jia'hu'hu
家境	jia'jing
家具	jia'ju
家门	jia'men
家奴	jia'nu
家破人亡	jia'po'ren'wang
家谱	jia'pu
家禽	jia'qin
家人	jia'ren
家山	jia'shan
家史	jia'shi
家世	jia'shi
家事	jia'shi
家室	jia'shi
家书	jia'shu
家属	jia'shu
家庭	jia'ting
家庭出身	jia'ting'chu'shen
家庭副业	jia'ting'fu'ye
家庭手工业	jia'ting'shou'gong'ye
家童	jia'tong
家兔	jia'tu
家务	jia'wu
家乡	jia'xiang
家信	jia'xin
家学	jia'xue
家学渊源	jia'xue'yuan'yuan
家业	jia'ye
家用	jia'yong
家用电器	jia'yong'dian'qi
家喻户晓	jia'yu'hu'xiao
家园	jia'yuan
家族	jia'zu
家僮	jia'tong
加班	jia'ban
加班费	jia'ban'fei
加倍	jia'bei
加大	jia'da
加点	jia'dian
加多	jia'duo
加尔各答	jia'er'ge'da
加法	jia'fa
加盖	jia'gai
加高	jia'gao
加工	jia'gong
加工订货	jia'gong'ding'huo
加工工业	jia'gong'gong'ye
加工硬化	jia'gong'ying'hua
加工余量	jia'gong'yu'liang
加固	jia'gu
加厚	jia'hou
加急	jia'ji
加紧	jia'jin
加聚反应	jia'ju'fan'ying
加剧	jia'ju
加快	jia'kuai
加宽	jia'kuan
加拉加斯	jia'la'jia'si
加勒比海	jia'le'bi'hai
加里宁	jia'li'ning
加利福尼亚	jia'li'fu'ni'ya
加力	jia'li
加力燃烧室	jia'li'ran'shao'shi
加料	jia'liao
加仑	jia'lun
加盟共和国	jia'meng'gong'he'guo
加密	jia'mi
加拿大	jia'na'da
加纳	jia'na
加尼	jia'ni
加拈	jia'nian
加捻	jia'nian
加蓬	jia'peng
加强	jia'qiang
加氢	jia'qing
加氢精制	jia'qing'jing'zhi
加氢裂化	jia'qing'lie'hua
加热	jia're
加热炉	jia're'lu
加热器	jia're'qi
加入	jia'ru
加上	jia'shang
加深	jia'shen
加数	jia'shu
加速	jia'su
加速泵	jia'su'beng
加速器	jia'su'qi
加速运动	jia'su'yun'dong
加西亚	jia'xi'ya
加压	jia'ya
加以	jia'yi
加以解决	jia'yi'jie'jue
加油	jia'you
加油站	jia'you'zhan
加载	jia'zai
加重	jia'zhong
加注	jia'zhu
荚果	jia'guo
荚膜	jia'mo
贾宝玉	jia'bao'yu
贾后	jia'hou
贾思勰	jia'si'xie
贾谊	jia'yi
甲板	jia'ban
甲苯	jia'ben
甲兵	jia'bing
甲虫	jia'chong
甲醇	jia'chun
甲第	jia'di
甲方	jia'fang
甲酚	jia'fen
甲骨文	jia'gu'wen
甲基	jia'ji
甲壳	jia'ke
甲醛	jia'quan
甲士	jia'shi
甲酸	jia'suan
甲烷	jia'wan
甲午	jia'wu
甲午战争	jia'wu'zhan'zheng
甲乙	jia'yi
甲鱼	jia'yu
甲种维生素	jia'zhong'wei'sheng'su
甲状腺	jia'zhuang'xian
甲状腺肿	jia'zhuang'xian'zhong
甲子	jia'zi
甲胄鱼类	jia'zhou'yu'lei
钾肥	jia'fei
钾盐	jia'yan
假案	jia'an
假的	jia'de
假定	jia'ding
假分数	jia'fen'shu
假话	jia'hua
假借	jia'jie
假冒	jia'mao
假面具	jia'mian'ju
假名	jia'ming
假期	jia'qi
假日	jia'ri
假如	jia'ru
假若	jia'ruo
假山	jia'shan
假设	jia'she
假使	jia'shi
假释	jia'shi
假说	jia'shuo
假托	jia'tuo
假想	jia'xiang
假象	jia'xiang
假惺惺	jia'xing'xing
假言判断	jia'yan'pan'duan
假意	jia'yi
假植	jia'zhi
假装	jia'zhuang
价电子	jia'dian'zi
价格	jia'ge
价廉物美	jia'lian'wu'mei
价目	jia'mu
价钱	jia'qian
价值	jia'zhi
价值尺度	jia'zhi'chi'du
价值规律	jia'zhi'gui'lv
价值量	jia'zhi'liang
价值论	jia'zhi'lun
价值形式	jia'zhi'xing'shi
架次	jia'ci
架空	jia'kong
架设	jia'she
架式	jia'shi
架势	jia'shi
架在	jia'zai
架子	jia'zi
驾驶	jia'shi
驾驶员	jia'shi'yuan
驾驭	jia'yu
嫁给	jia'gei
嫁接	jia'jie
嫁娶	jia'qu
嫁妆	jia'zhuang
歼敌	jian'di
歼击机	jian'ji'ji
歼灭	jian'mie
歼灭战	jian'mie'zhan
监测	jian'ce
监查	jian'cha
监察	jian'cha
监督	jian'du
监工	jian'gong
监管	jian'guan
监护	jian'hu
监禁	jian'jin
监控	jian'kong
监牢	jian'lao
监视	jian'shi
监狱	jian'yu
坚持	jian'chi
坚持不懈	jian'chi'bu'xie
坚定	jian'ding
坚定不移	jian'ding'bu'yi
坚固	jian'gu
坚固耐用	jian'gu'nai'yong
坚决	jian'jue
坚牢度	jian'lao'du
坚强	jian'qiang
坚强不屈	jian'qiang'bu'qu
坚韧	jian'ren
坚韧不拔	jian'ren'bu'ba
坚实	jian'shi
坚守	jian'shou
坚信	jian'xin
坚毅	jian'yi
坚硬	jian'ying
尖兵	jian'bing
尖刀	jian'dao
尖顶	jian'ding
尖端	jian'duan
尖晶石	jian'jing'shi
尖刻	jian'ke
尖利	jian'li
尖锐	jian'rui
尖头	jian'tou
尖子	jian'zi
笺纸	jian'zhi
间谍	jian'die
间断	jian'duan
间隔	jian'ge
间或	jian'huo
间架	jian'jia
间接	jian'jie
间苗	jian'miao
间隙	jian'xi
间歇	jian'xie
间作	jian'zuo
煎熬	jian'ao
煎饼	jian'bing
兼爱	jian'ai
兼备	jian'bei
兼并	jian'bing
兼程	jian'cheng
兼顾	jian'gu
兼管	jian'guan
兼任	jian'ren
兼容	jian'rong
兼容性	jian'rong'xing
兼营	jian'ying
兼有	jian'you
兼职	jian'zhi
肩带	jian'dai
肩负	jian'fu
肩上	jian'shang
肩头	jian'tou
肩胛	jian'jia
艰巨	jian'ju
艰苦	jian'ku
艰苦奋斗	jian'ku'fen'dou
艰难	jian'nan
艰难曲折	jian'nan'qu'zhe
艰险	jian'xian
艰辛	jian'xin
奸臣	jian'chen
奸商	jian'shang
奸细	jian'xi
奸雄	jian'xiong
奸淫	jian'yin
奸贼	jian'zei
奸诈	jian'zha
缄默	jian'mo
茧层	jian'ceng
茧丝	jian'si
检波	jian'bo
检波器	jian'bo'qi
检测	jian'ce
检查	jian'cha
检察	jian'cha
检错	jian'cuo
检点	jian'dian
检定	jian'ding
检举	jian'ju
检录	jian'lu
检视	jian'shi
检索	jian'suo
检讨	jian'tao
检修	jian'xiu
检验	jian'yan
检疫	jian'yi
检阅	jian'yue
检字	jian'zi
碱地	jian'di
碱度	jian'du
碱化	jian'hua
碱金属	jian'jin'shu
碱熔	jian'rong
碱土金属	jian'tu'jin'shu
碱性	jian'xing
碱性平炉	jian'xing'ping'lu
碱性氧化物	jian'xing'yang'hua'wu
拣出	jian'chu
捡起	jian'qi
简报	jian'bao
简编	jian'bian
简便	jian'bian
简单	jian'dan
简单化	jian'dan'hua
简单机械	jian'dan'ji'xie
简单劳动	jian'dan'lao'dong
简单商品生产	jian'dan'shang'pin'sheng'chan
简单生产	jian'dan'sheng'chan
简单协作	jian'dan'xie'zuo
简单再生产	jian'dan'zai'sheng'chan
简短	jian'duan
简化	jian'hua
简记	jian'ji
简捷	jian'jie
简洁	jian'jie
简介	jian'jie
简历	jian'li
简炼	jian'lian
简练	jian'lian
简陋	jian'lou
简略	jian'lue
简码	jian'ma
简明	jian'ming
简朴	jian'pu
简谱	jian'pu
简史	jian'shi
简述	jian'shu
简体	jian'ti
简图	jian'tu
简写	jian'xie
简讯	jian'xun
简要	jian'yao
简易	jian'yi
简章	jian'zhang
简直	jian'zhi
剪裁	jian'cai
剪刀	jian'dao
剪刀差	jian'dao'cha
剪掉	jian'diao
剪开	jian'kai
剪力	jian'li
剪毛	jian'mao
剪毛机	jian'mao'ji
剪切	jian'qie
剪贴	jian'tie
剪完	jian'wan
剪下	jian'xia
剪应力	jian'ying'li
剪纸	jian'zhi
剪子	jian'zi
减产	jian'chan
减低	jian'di
减法	jian'fa
减方	jian'fang
减肥	jian'fei
减号	jian'hao
减缓	jian'huan
减价	jian'jia
减慢	jian'man
减免	jian'mian
减轻	jian'qing
减去	jian'qu
减弱	jian'ruo
减少	jian'shao
减数	jian'shu
减数分裂	jian'shu'fen'lie
减速	jian'su
减速剂	jian'su'ji
减速器	jian'su'qi
减退	jian'tui
减小	jian'xiao
减刑	jian'xing
减压	jian'ya
减压塔	jian'ya'ta
减压渣油	jian'ya'zha'you
减压蒸馏	jian'ya'zheng'liu
减震	jian'zhen
减租减息	jian'zu'jian'xi
荐举	jian'ju
鉴别	jian'bie
鉴定	jian'ding
鉴定会	jian'ding'hui
鉴频	jian'pin
鉴频器	jian'pin'qi
鉴赏	jian'shang
鉴于	jian'yu
鉴真	jian'zhen
践踏	jian'ta
践踏人权	jian'ta'ren'quan
贱人	jian'ren
见不得	jian'bu'de
见长	jian'chang
见到	jian'dao
见得	jian'de
见地	jian'di
见多识广	jian'duo'shi'guang
见方	jian'fang
见风使舵	jian'feng'shi'duo
见怪	jian'guai
见鬼	jian'gui
见过	jian'guo
见解	jian'jie
见面	jian'mian
见识	jian'shi
见天	jian'tian
见外	jian'wai
见闻	jian'wen
见习	jian'xi
见笑	jian'xiao
见效	jian'xiao
见义勇为	jian'yi'yong'wei
见于	jian'yu
见证	jian'zheng
见证人	jian'zheng'ren
见著	jian'zhu
键槽	jian'cao
键名	jian'ming
键盘	jian'pan
键入	jian'ru
键位	jian'wei
箭头	jian'tou
健步	jian'bu
健儿	jian'er
健将	jian'jiang
健康	jian'kang
健美	jian'mei
健全	jian'quan
健身	jian'shen
健在	jian'zai
健壮	jian'zhuang
舰队	jian'dui
舰艇	jian'ting
剑法	jian'fa
剑客	jian'ke
剑麻	jian'ma
剑谱	jian'pu
剑桥	jian'qiao
剑侠	jian'xia
剑叶	jian'ye
剑招	jian'zhao
渐变	jian'bian
渐次	jian'ci
渐渐	jian'jian
渐进	jian'jin
溅落	jian'luo
建安	jian'an
建材	jian'cai
建成	jian'cheng
建党	jian'dang
建国	jian'guo
建国大纲	jian'guo'da'gang
建和	jian'he
建交	jian'jiao
建军	jian'jun
建康	jian'kang
建立	jian'li
建宁	jian'ning
建设	jian'she
建设单位	jian'she'dan'wei
建设性	jian'she'xing
建树	jian'shu
建武	jian'wu
建业	jian'ye
建议	jian'yi
建元	jian'yuan
建造	jian'zao
建制	jian'zhi
建中	jian'zhong
建州	jian'zhou
建筑	jian'zhu
建筑材料	jian'zhu'cai'liao
建筑材料工业	jian'zhu'cai'liao'gong'ye
建筑工程	jian'zhu'gong'cheng
建筑工地	jian'zhu'gong'di
建筑工业	jian'zhu'gong'ye
建筑机械	jian'zhu'ji'xie
建筑结构	jian'zhu'jie'gou
建筑面积	jian'zhu'mian'ji
建筑设计	jian'zhu'she'ji
建筑物	jian'zhu'wu
建筑业	jian'zhu'ye
建筑艺术	jian'zhu'yi'shu
建瓯	jian'ou
僵持	jiang'chi
僵化	jiang'hua
僵局	jiang'ju
僵尸	jiang'shi
僵死	jiang'si
僵硬	jiang'ying
姜汤	jiang'tang
将比	jiang'bi
将不	jiang'bu
将从	jiang'cong
将对	jiang'dui
将给	jiang'gei
将官	jiang'guan
将黑	jiang'hei
将会	jiang'hui
将计就计	jiang'ji'jiu'ji
将近	jiang'jin
将就	jiang'jiu
将军	jiang'jun
将来	jiang'lai
将领	jiang'ling
将能	jiang'neng
将使	jiang'shi
将士	jiang'shi
将是	jiang'shi
将帅	jiang'shuai
将同	jiang'tong
将要	jiang'yao
将在	jiang'zai
浆果	jiang'guo
浆糊	jiang'hu
浆料	jiang'liao
浆膜	jiang'mo
浆粕	jiang'po
浆纱	jiang'sha
浆液	jiang'ye
江岸	jiang'an
江北	jiang'bei
江东	jiang'dong
江汉	jiang'han
江河	jiang'he
江湖	jiang'hu
江华	jiang'hua
江陵	jiang'ling
江米	jiang'mi
江南	jiang'nan
江宁	jiang'ning
江山	jiang'shan
江上	jiang'shang
江苏	jiang'su
江苏省	jiang'su'sheng
江西	jiang'xi
江西省	jiang'xi'sheng
江夏	jiang'xia
江心	jiang'xin
江阴	jiang'yin
江泽民	jiang'ze'min
江州	jiang'zhou
疆场	jiang'chang
疆界	jiang'jie
疆土	jiang'tu
疆域	jiang'yu
蒋家	jiang'jia
蒋介石	jiang'jie'shi
奖惩	jiang'cheng
奖罚	jiang'fa
奖金	jiang'jin
奖励	jiang'li
奖牌	jiang'pai
奖品	jiang'pin
